5.500000000000000000e+00,6.500000000000000000e+00
5.492537313432835688e+00,6.493765586034912829e+00
5.500000000000000000e+00,6.495024875621890459e+00
5.503722084367245415e+00,6.496277915632754585e+00
5.502475247524752255e+00,6.492574257425742346e+00
5.501234567901234662e+00,6.488888888888888928e+00
5.507389162561576512e+00,6.492610837438423488e+00
5.515970515970516352e+00,6.498771498771498401e+00
5.517156862745098422e+00,6.497549019607842702e+00
5.525672371638141733e+00,6.507177033492823170e+00
5.526829268292682507e+00,6.504761904761904745e+00
5.518248175182481674e+00,6.491484184914841471e+00
5.519417475728155331e+00,6.490291262135921890e+00
5.530266343825665842e+00,6.498789346246973686e+00
5.526570048309178418e+00,6.492753623188406209e+00
5.525301204819276890e+00,6.489156626506024317e+00
5.526442307692307487e+00,6.487980769230769162e+00
5.529976019184652536e+00,6.489208633093524803e+00
5.535885167464114964e+00,6.492822966507176830e+00
5.534606205250597100e+00,6.489260143198090525e+00
5.540476190476190332e+00,6.492857142857142883e+00
5.536817102137766788e+00,6.486935866983372989e+00
5.535545023696682776e+00,6.483412322274881845e+00
5.539007092198581894e+00,6.484633569739952641e+00
5.556603773584905426e+00,6.500000000000000000e+00
5.548235294117646710e+00,6.489411764705882213e+00
5.544600938967136017e+00,6.483568075117370988e+00
5.543325526932084024e+00,6.480093676814988157e+00
5.546728971962616939e+00,6.481308411214953047e+00
5.561771561771561956e+00,6.494172494172493870e+00
5.565116279069767025e+00,6.495348837209302673e+00
5.566125290023201444e+00,6.494199535962876801e+00
5.564814814814814881e+00,6.490740740740740478e+00
5.565819861431871018e+00,6.489607390300230705e+00
5.559907834101382562e+00,6.481566820276497332e+00
5.554022988505747271e+00,6.473563218390804508e+00
5.559633027522935755e+00,6.477064220183486043e+00
5.560640732265445862e+00,6.475972540045766834e+00
5.563926940639269070e+00,6.477168949771689554e+00
5.562642369020501576e+00,6.473804100227790848e+00
5.565909090909090473e+00,6.474999999999999645e+00
5.569160997732426566e+00,6.476190476190476275e+00
5.565610859728506554e+00,6.470588235294117752e+00
5.566591422121896393e+00,6.469525959367945944e+00
5.569819819819819884e+00,6.470720720720720465e+00
5.570786516853933001e+00,6.469662921348314555e+00
5.569506726457398749e+00,6.466367713004483875e+00
5.579418344519015527e+00,6.474272930648769631e+00
5.580357142857143238e+00,6.473214285714285587e+00
5.574610244988863705e+00,6.465478841870823778e+00
5.571111111111110681e+00,6.459999999999999964e+00
5.567627494456762527e+00,6.454545454545454142e+00
5.568584070796459784e+00,6.453539823008849652e+00
5.569536423841059403e+00,6.452538631346578235e+00
5.572687224669603090e+00,6.453744493392070680e+00
5.575824175824175555e+00,6.454945054945055105e+00
5.576754385964912686e+00,6.453947368421052211e+00
5.575492341356674153e+00,6.450765864332604238e+00
5.580786026200873273e+00,6.454148471615720695e+00
5.581699346405228468e+00,6.453159041394335382e+00
5.576086956521739246e+00,6.445652173913043903e+00
5.590021691973969808e+00,6.457700650759218952e+00
5.590909090909090828e+00,6.456709956709956622e+00
5.587473002159827118e+00,6.451403887688984540e+00
5.581896551724137900e+00,6.443965517241379004e+00
5.580645161290322953e+00,6.440860215053763049e+00
5.581545064377682053e+00,6.439914163090128874e+00
5.580299785867238072e+00,6.436830835117772764e+00
5.579059829059828779e+00,6.433760683760683996e+00
5.571428571428571175e+00,6.424307036247334679e+00
5.574468085106382809e+00,6.425531914893617191e+00
5.569002123142250404e+00,6.418259023354564441e+00
5.561440677966102086e+00,6.408898305084745672e+00
5.560253699788583859e+00,6.405919661733615378e+00
5.559071729957805630e+00,6.402953586497890370e+00
5.564210526315789274e+00,6.406315789473683964e+00
5.563025210084033390e+00,6.403361344537815469e+00
5.568134171907757057e+00,6.406708595387840433e+00
5.569037656903765843e+00,6.405857740585774174e+00
5.565762004175365263e+00,6.400835073068893877e+00
5.575000000000000178e+00,6.408333333333333215e+00
5.575883575883575638e+00,6.407484407484407285e+00
5.578838174273858641e+00,6.408713692946058416e+00
